번호,작성자,작성일,댓글,회차,좋아요,대댓글수,댓글_전처리,댓글_토큰,감정_라벨
3456,♥BEY,16.10.21,이해 해주다 정작 영준 그거 아니다 어리둥절 하다 미소 기운 빠지다 허헣,김 비서가 왜 그럴까(애장판) 61화,4,댓글 달기,이해 해주다 정작 영준 그거 아니다 어리둥절 하다 미소 기운 빠지다 허헣,"['이해', '해주다', '정작', '영준', '그거', '아니다', '어리둥절', '하다', '미소', '기운', '빠지다', '허헣']",Positive
3457,애플링고,16.10.21,회전 의자 역적,김 비서가 왜 그럴까(애장판) 32화,4,댓글 달기,회전 의자 역적,"['회전', '의자', '역적']",Neutral
3458,꿖꿖,16.10.21,엄마 알다 피해망상 가다 그렇다 없다 병원 데려가다 하다,김 비서가 왜 그럴까(애장판) 40화,4,댓글 달기,엄마 알다 피해망상 가다 그렇다 없다 병원 데려가다 하다,"['엄마', '알다', '피해망상', '가다', '그렇다', '없다', '병원', '데려가다', '하다']",Negative
3459,♥BEY,16.10.19,어리다 않다 좋다 영향 나타나다 집착 보다 구속 일종 구속 하다 들다 역시 어리다 나쁘다 영향 미치다 안되다 제발 김성기 불다 그렇다 존중 받다 여기 여직원 성희롱 신고 하다,김 비서가 왜 그럴까(애장판) 59화,4,댓글 달기,어리다 않다 좋다 영향 나타나다 집착 보다 구속 일종 구속 하다 들다 역시 어리다 나쁘다 영향 미치다 안되다 제발 김성기 불다 그렇다 존중 받다 여기 여직원 성희롱 신고 하다,"['어리다', '않다', '좋다', '영향', '나타나다', '집착', '보다', '구속', '일종', '구속', '하다', '들다', '역시', '어리다', '나쁘다', '영향', '미치다', '안되다', '제발', '김성기', '불다', '그렇다', '존중', '받다', '여기', '여직원', '성희롱', '신고', '하다']",Positive
3460,🐾다원:(*￣∇￣)ノ,16.10.19,일본만화 몬스터 보다 동이 이렇다 경험 유괴 겪다 여자애 바라다 잊다 동이 남동생 이야기 들다 계속 하다 씹다 겪다 착각 하다,김 비서가 왜 그럴까(애장판) 35화,4,댓글 달기,일본만화 몬스터 보다 동이 이렇다 경험 유괴 겪다 여자애 바라다 잊다 동이 남동생 이야기 들다 계속 하다 씹다 겪다 착각 하다,"['일본만화', '몬스터', '보다', '동이', '이렇다', '경험', '유괴', '겪다', '여자애', '바라다', '잊다', '동이', '남동생', '이야기', '들다', '계속', '하다', '씹다', '겪다', '착각', '하다']",Negative
3461,애플링고,16.10.19,겁나다 전적 고구마 누르다,김 비서가 왜 그럴까(애장판) 27화,4,댓글 달기,겁나다 전적 고구마 누르다,"['겁나다', '전적', '고구마', '누르다']",Negative
3462,상크미랑,16.10.16,영준 거짓말 해봤다 소용없다 미소,김 비서가 왜 그럴까(애장판) 48화,4,댓글 달기,영준 거짓말 해봤다 소용없다 미소,"['영준', '거짓말', '해봤다', '소용없다', '미소']",Negative
3463,남주은스키다요~♥,16.10.15,회장 회장 미소 들다,김 비서가 왜 그럴까(애장판) 10화,4,댓글 달기,회장 회장 미소 들다,"['회장', '회장', '미소', '들다']",Positive
3464,심심,16.10.14,영준 미소 매력 어필 하다,김 비서가 왜 그럴까(애장판) 38화,4,댓글 달기,영준 미소 매력 어필 하다,"['영준', '미소', '매력', '어필', '하다']",Positive
3465,황후화,16.10.14,태양 만들다 동생 낳다 다르다,김 비서가 왜 그럴까(애장판) 70화,4,댓글 달기,태양 만들다 동생 낳다 다르다,"['태양', '만들다', '동생', '낳다', '다르다']",Neutral
3466,황후화,16.10.14,영준 신혼 나르다 가다 애비 되다,김 비서가 왜 그럴까(애장판) 68화,4,댓글 달기,영준 신혼 나르다 가다 애비 되다,"['영준', '신혼', '나르다', '가다', '애비', '되다']",Neutral
3467,황후화,16.10.13,당연하다 반대 이야기 하다 발상 전환 필요하다 미소,김 비서가 왜 그럴까(애장판) 35화,4,2,당연하다 반대 이야기 하다 발상 전환 필요하다 미소,"['당연하다', '반대', '이야기', '하다', '발상', '전환', '필요하다', '미소']",Positive
3468,황후화,16.10.13,이렇다 사람 잡고 김비 서다 럭키 불행 영준 불행 성연 정말 그게 럭키 불행,김 비서가 왜 그럴까(애장판) 31화,4,7,이렇다 사람 잡고 김비 서다 럭키 불행 영준 불행 성연 정말 그게 럭키 불행,"['이렇다', '사람', '잡고', '김비', '서다', '럭키', '불행', '영준', '불행', '성연', '정말', '그게', '럭키', '불행']",Negative
3469,황후화,16.10.12,어리다 트라우마 이기 내다,김 비서가 왜 그럴까(애장판) 22화,4,댓글 달기,어리다 트라우마 이기 내다,"['어리다', '트라우마', '이기', '내다']",Neutral
3470,황비화,16.10.12,진짜 매력 미소하다 그치다,김 비서가 왜 그럴까(애장판) 11화,4,댓글 달기,진짜 매력 미소하다 그치다,"['진짜', '매력', '미소하다', '그치다']",Neutral
3471,황후화,16.10.12,싫다 사람 붙잡다 아니다,김 비서가 왜 그럴까(애장판) 02화,4,댓글 달기,싫다 사람 붙잡다 아니다,"['싫다', '사람', '붙잡다', '아니다']",Negative
3472,아드마리♥,16.10.07,만화 나오다,김 비서가 왜 그럴까(애장판) 62화,4,1,만화 나오다,"['만화', '나오다']",Neutral
3473,다음편다음편다음편,16.10.06,화장실 읽다 상상 되다 무섭다 소설 이르다 다행,김 비서가 왜 그럴까(애장판) 54화,4,댓글 달기,화장실 읽다 상상 되다 무섭다 소설 이르다 다행,"['화장실', '읽다', '상상', '되다', '무섭다', '소설', '이르다', '다행']",Negative
3474,민들레,16.10.06,블록버스터 저주 미소 두다,김 비서가 왜 그럴까(애장판) 18화,4,댓글 달기,블록버스터 저주 미소 두다,"['블록버스터', '저주', '미소', '두다']",Neutral
3475,다음편다음편다음편,16.10.06,보기 무섭다,김 비서가 왜 그럴까(애장판) 51화,4,댓글 달기,보기 무섭다,"['보기', '무섭다']",Negative
3476,♥BEY,16.10.05,아예 들키다 그냥 편하다 제대로 하다 제대로 박히다 사고 박박사 영준 정말 친구 느낌,김 비서가 왜 그럴까(애장판) 47화,4,댓글 달기,아예 들키다 그냥 편하다 제대로 하다 제대로 박히다 사고 박박사 영준 정말 친구 느낌,"['아예', '들키다', '그냥', '편하다', '제대로', '하다', '제대로', '박히다', '사고', '박박사', '영준', '정말', '친구', '느낌']",Positive
3477,김윤정,16.10.03,회장 귀엽다,김 비서가 왜 그럴까(애장판) 10화,4,댓글 달기,회장 귀엽다,"['회장', '귀엽다']",Positive
3478,영~,16.10.03,태양 얼굴 어떻다 생기 무지 궁금행,김 비서가 왜 그럴까(애장판) 73화,4,댓글 달기,태양 얼굴 어떻다 생기 무지 궁금행,"['태양', '얼굴', '어떻다', '생기', '무지', '궁금행']",Neutral
3479,♥BEY,16.10.03,발목 발목 보다 성연 눈치 싸우다 들다 미소 진실 폭로 하다 영준 커지다 하다,김 비서가 왜 그럴까(애장판) 46화,4,1,발목 발목 보다 성연 눈치 싸우다 들다 미소 진실 폭로 하다 영준 커지다 하다,"['발목', '발목', '보다', '성연', '눈치', '싸우다', '들다', '미소', '진실', '폭로', '하다', '영준', '커지다', '하다']",Positive
3480,♥BEY,16.10.03,영준 뜨다 웃다 미소 발견 하다 되다 숙면 하다 호호 느낌,김 비서가 왜 그럴까(애장판) 45화,4,댓글 달기,영준 뜨다 웃다 미소 발견 하다 되다 숙면 하다 호호 느낌,"['영준', '뜨다', '웃다', '미소', '발견', '하다', '되다', '숙면', '하다', '호호', '느낌']",Positive
3481,Misschoi,16.10.01,예습 복습 실습 영준 미소 실습 하다,김 비서가 왜 그럴까(애장판) 63화,4,댓글 달기,예습 복습 실습 영준 미소 실습 하다,"['예습', '복습', '실습', '영준', '미소', '실습', '하다']",Positive
3482,재녕,16.10.01,면접 질문 망하다,김 비서가 왜 그럴까(애장판) 06화,4,댓글 달기,면접 질문 망하다,"['면접', '질문', '망하다']",Negative
3483,rosemarilly,16.10.01,똑똑하다 미소 퍼즐 맞추다 잘나다 잘나다 잘나다 힘드다 영준 다행,김 비서가 왜 그럴까(애장판) 43화,4,댓글 달기,똑똑하다 미소 퍼즐 맞추다 잘나다 잘나다 잘나다 힘드다 영준 다행,"['똑똑하다', '미소', '퍼즐', '맞추다', '잘나다', '잘나다', '잘나다', '힘드다', '영준', '다행']",Positive
3484,bammi333,16.09.29,진짜 읽다 마다 느끼다 묘사 진짜루,김 비서가 왜 그럴까(애장판) 57화,4,댓글 달기,진짜 읽다 마다 느끼다 묘사 진짜루,"['진짜', '읽다', '마다', '느끼다', '묘사', '진짜루']",Neutral
3485,달려라,16.09.27,어서 동생 바보 처음 이지,김 비서가 왜 그럴까(애장판) 73화,4,댓글 달기,어서 동생 바보 처음 이지,"['어서', '동생', '바보', '처음', '이지']",Negative
3486,시크슈,16.09.26,성현 가다 이렇다 챙기다 쓸데없다 프로포즈 버리다,김 비서가 왜 그럴까(애장판) 50화,4,2,성현 가다 이렇다 챙기다 쓸데없다 프로포즈 버리다,"['성현', '가다', '이렇다', '챙기다', '쓸데없다', '프로포즈', '버리다']",Negative
3487,다음편다음편다음편,16.09.26,하다 아니다 아니다,김 비서가 왜 그럴까(애장판) 33화,4,댓글 달기,하다 아니다 아니다,"['하다', '아니다', '아니다']",Neutral
3488,♥BEY,16.09.24,일부러 사람 정말 단수,김 비서가 왜 그럴까(애장판) 36화,4,댓글 달기,일부러 사람 정말 단수,"['일부러', '사람', '정말', '단수']",Negative
3489,영~,16.09.24,영준,김 비서가 왜 그럴까(애장판) 64화,4,댓글 달기,영준,['영준'],Neutral
3490,♥BEY,16.09.22,성연 아니다 현이 박사 조언 들다 먹다 되다 모르다 현재 영준 보다 나다,김 비서가 왜 그럴까(애장판) 34화,4,댓글 달기,성연 아니다 현이 박사 조언 들다 먹다 되다 모르다 현재 영준 보다 나다,"['성연', '아니다', '현이', '박사', '조언', '들다', '먹다', '되다', '모르다', '현재', '영준', '보다', '나다']",Neutral
3491,Misschoi,16.09.21,이제 후련하다 영준 미소 앞길 무지개 뜨다,김 비서가 왜 그럴까(애장판) 55화,4,댓글 달기,이제 후련하다 영준 미소 앞길 무지개 뜨다,"['이제', '후련하다', '영준', '미소', '앞길', '무지개', '뜨다']",Positive
3492,찌랑이짱,16.09.19,무지개 빤스 한장 장만 하다 싶프,김 비서가 왜 그럴까(애장판) 47화,4,댓글 달기,무지개 빤스 한장 장만 하다 싶프,"['무지개', '빤스', '한장', '장만', '하다', '싶프']",Neutral
3493,심심,16.09.18,퀴즈 누가 미소 어리다 기억 오빠 성현 성연 영준,김 비서가 왜 그럴까(애장판) 05화,4,댓글 달기,퀴즈 누가 미소 어리다 기억 오빠 성현 성연 영준,"['퀴즈', '누가', '미소', '어리다', '기억', '오빠', '성현', '성연', '영준']",Positive
3494,nkm,16.09.18,하다 되다,김 비서가 왜 그럴까(애장판) 06화,4,댓글 달기,하다 되다,"['하다', '되다']",Neutral
3495,심심,16.09.18,기엽,김 비서가 왜 그럴까(애장판) 02화,4,댓글 달기,기엽,['기엽'],Neutral
3496,오란비,16.09.17,그렇다 미소 심정 이해 나다 신행 다녀오다 증상 테스트 하다 알다 신랑 신혼 갖다 싶다 어흐흑 연년생 아들 낳다 정신차리다 보다 벌써 세번 째다 결혼기념일 인생 대로 안되다 보다,김 비서가 왜 그럴까(애장판) 68화,4,댓글 달기,그렇다 미소 심정 이해 나다 신행 다녀오다 증상 테스트 하다 알다 신랑 신혼 갖다 싶다 어흐흑 연년생 아들 낳다 정신차리다 보다 벌써 세번 째다 결혼기념일 인생 대로 안되다 보다,"['그렇다', '미소', '심정', '이해', '나다', '신행', '다녀오다', '증상', '테스트', '하다', '알다', '신랑', '신혼', '갖다', '싶다', '어흐흑', '연년생', '아들', '낳다', '정신차리다', '보다', '벌써', '세번', '째다', '결혼기념일', '인생', '대로', '안되다', '보다']",Positive
3497,이번생은틀렸어요,16.09.14,현질 하다 들다 맞다,김 비서가 왜 그럴까(애장판) 14화,4,댓글 달기,현질 하다 들다 맞다,"['현질', '하다', '들다', '맞다']",Neutral
3498,Misschoi,16.09.13,영준 미소 털다 영준 미소 트라우마 치료 되다 않다,김 비서가 왜 그럴까(애장판) 50화,4,댓글 달기,영준 미소 털다 영준 미소 트라우마 치료 되다 않다,"['영준', '미소', '털다', '영준', '미소', '트라우마', '치료', '되다', '않다']",Positive
3499,jenk,16.09.13,거참 태몽 한번 거창하다,김 비서가 왜 그럴까(애장판) 67화,4,댓글 달기,거참 태몽 한번 거창하다,"['거참', '태몽', '한번', '거창하다']",Neutral
3500,Misschoi,16.09.12,기억 잃다 성현 아니다 성연 미소 역시 납치사건 기억 저편 모르다 기억,김 비서가 왜 그럴까(애장판) 49화,4,댓글 달기,기억 잃다 성현 아니다 성연 미소 역시 납치사건 기억 저편 모르다 기억,"['기억', '잃다', '성현', '아니다', '성연', '미소', '역시', '납치사건', '기억', '저편', '모르다', '기억']",Neutral
3501,청안,16.09.10,역시 손결 그렇다 보다 영준 허당 가보,김 비서가 왜 그럴까(애장판) 63화,4,댓글 달기,역시 손결 그렇다 보다 영준 허당 가보,"['역시', '손결', '그렇다', '보다', '영준', '허당', '가보']",Neutral
3502,스텔라,16.09.10,진짜 웃기 하다 하다 주옥,김 비서가 왜 그럴까(애장판) 20화,4,댓글 달기,진짜 웃기 하다 하다 주옥,"['진짜', '웃기', '하다', '하다', '주옥']",Neutral
3503,멩9,16.09.09,만나다 끄덕 끄덕,김 비서가 왜 그럴까(애장판) 58화,4,댓글 달기,만나다 끄덕 끄덕,"['만나다', '끄덕', '끄덕']",Neutral
3504,으앗,16.09.08,무겁다 당시 현실 힘들다 그대로 덮다 상황 이해 살인 불쌍하다,김 비서가 왜 그럴까(애장판) 56화,4,댓글 달기,무겁다 당시 현실 힘들다 그대로 덮다 상황 이해 살인 불쌍하다,"['무겁다', '당시', '현실', '힘들다', '그대로', '덮다', '상황', '이해', '살인', '불쌍하다']",Negative
3505,Misschoi,16.09.07,속담 아우 없다 여기 아우 보다 성연 이렇다 심정 성현 이의 마음 알다 성현 부모님 성현 아픔,김 비서가 왜 그럴까(애장판) 45화,4,댓글 달기,속담 아우 없다 여기 아우 보다 성연 이렇다 심정 성현 이의 마음 알다 성현 부모님 성현 아픔,"['속담', '아우', '없다', '여기', '아우', '보다', '성연', '이렇다', '심정', '성현', '이의', '마음', '알다', '성현', '부모님', '성현', '아픔']",Negative
3506,♡마녀하리♡,16.09.07,리틀 이영준 태양 챙기다,김 비서가 왜 그럴까(애장판) 70화,4,댓글 달기,리틀 이영준 태양 챙기다,"['리틀', '이영준', '태양', '챙기다']",Neutral
3507,청안,16.09.06,달리 미소 가다 미소 겠다 웃음 가내 지하 생각 똑같다 생각,김 비서가 왜 그럴까(애장판) 58화,4,댓글 달기,달리 미소 가다 미소 겠다 웃음 가내 지하 생각 똑같다 생각,"['달리', '미소', '가다', '미소', '겠다', '웃음', '가내', '지하', '생각', '똑같다', '생각']",Positive
3508,love&peace,16.09.06,멋지다 영준 미소 이제 꽃길 걷다,김 비서가 왜 그럴까(애장판) 55화,4,댓글 달기,멋지다 영준 미소 이제 꽃길 걷다,"['멋지다', '영준', '미소', '이제', '꽃길', '걷다']",Positive
